target_id,on_ofac_sdn,on_eu_fsf,on_uk_fcdo,on_un_sc,list_count,coverage_class,sole_list,schema,typology,country,added_year,dq_missing_dob,dq_name_translit,dq_mononym,dq_cross_source_conflict,dq_stale,dq_any
NK-000620,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Afghanistan,2025,False,False,False,False,False,False
NK-000621,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Russia,2021,False,False,False,False,False,False
NK-000622,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,Belarus,2024,False,False,False,False,False,False
NK-000623,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Other,2023,False,False,False,False,False,False
NK-000624,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2025,False,False,False,False,False,False
NK-000625,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Belarus,2018,False,False,False,False,False,False
NK-000626,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Iran,2021,False,False,False,False,False,False
NK-000627,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Iran,2021,False,True,False,False,False,True
NK-000628,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2019,False,False,False,False,False,False
NK-000629,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2022,False,False,False,False,False,False
NK-000630,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Iran,2024,True,False,False,False,False,True
NK-000631,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,UAE,2021,False,False,False,False,False,False
NK-000632,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Other,2024,False,False,False,False,False,False
NK-000633,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Nicaragua,2023,False,False,False,False,False,False
NK-000634,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2026,False,False,False,False,False,False
NK-000635,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2025,False,False,False,False,False,False
NK-000636,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2021,False,False,False,False,False,False
NK-000637,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,North Korea,2025,False,True,False,False,False,True
NK-000638,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Syria,2020,False,False,False,False,False,False
NK-000639,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Ukraine,2021,False,False,False,False,False,False
NK-000640,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2020,False,False,False,False,False,False
NK-000641,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2023,False,False,False,False,False,False
NK-000642,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2025,False,False,False,False,False,False
NK-000643,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Syria,2024,False,False,False,False,False,False
NK-000644,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Yemen,2022,False,True,False,False,False,True
NK-000645,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2022,False,False,False,False,False,False
NK-000646,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Russia,2023,False,False,False,False,False,False
NK-000647,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Libya,2022,False,False,False,False,False,False
NK-000648,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,North Korea,2018,False,False,False,False,False,False
NK-000649,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2025,False,False,False,False,False,False
NK-000650,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,China,2021,False,False,False,False,False,False
NK-000651,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Venezuela,2020,False,False,False,False,False,False
NK-000652,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,China,2023,False,False,False,False,False,False
NK-000653,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,Yemen,2021,False,False,False,False,False,False
NK-000654,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Other,2025,False,False,False,False,False,False
NK-000655,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Afghanistan,2021,False,False,False,False,False,False
NK-000656,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2024,False,False,False,False,False,False
NK-000657,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2019,False,False,False,False,False,False
NK-000658,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Other,2024,False,False,False,False,False,False
NK-000659,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,UAE,2018,False,False,False,False,False,False
NK-000660,True,False,False,False,1,single-list,OFAC SDN,Vessel,Russia/Ukraine,Belarus,2023,False,False,False,False,False,False
NK-000661,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2020,False,False,False,False,False,False
NK-000662,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Russia/Ukraine,Other,2024,False,False,False,False,False,False
NK-000663,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Narcotics/TCO/Trafficking,Syria,2026,False,False,False,False,False,False
NK-000664,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Syria,2025,False,False,False,False,False,False
NK-000665,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2020,False,True,False,False,False,True
NK-000666,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Libya,2024,False,False,False,False,False,False
NK-000667,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Russia,2025,False,False,False,False,False,False
NK-000668,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Belarus,2021,False,False,False,False,False,False
NK-000669,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Syria,2021,False,False,False,False,False,False
NK-000670,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Belarus,2018,False,False,False,False,False,False
NK-000671,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-000672,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Other,2025,True,False,False,False,False,True
NK-000673,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2020,False,False,False,False,False,False
NK-000674,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2022,False,False,False,False,False,False
NK-000675,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,China,2020,False,False,False,False,False,False
NK-000676,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Iran,2023,False,False,False,False,False,False
NK-000677,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Cyber,Sudan,2025,False,False,False,False,False,False
NK-000678,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Russia,2022,False,False,False,False,False,False
NK-000679,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2024,False,False,False,False,False,False
NK-000680,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Iran/DPRK proliferation,Yemen,2020,False,False,False,False,False,False
NK-000681,True,False,False,False,1,single-list,OFAC SDN,Security,Cyber,Russia,2022,False,False,False,False,False,False
NK-000682,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Ukraine,2018,False,False,False,False,False,False
NK-000683,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Venezuela,2025,False,False,False,False,False,False
NK-000684,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2025,False,False,False,False,False,False
NK-000685,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2025,False,False,False,False,False,False
NK-000686,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Counter-terrorism,Syria,2025,False,False,False,False,False,False
NK-000687,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Iran,2024,False,False,False,False,False,False
NK-000688,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Afghanistan,2025,False,False,False,False,False,False
NK-000689,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Russia,2023,False,False,False,False,False,False
NK-000690,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2021,False,False,False,False,False,False
NK-000691,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Afghanistan,2023,False,False,False,False,False,False
NK-000692,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Other,2019,False,False,False,False,False,False
NK-000693,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Afghanistan,2018,False,False,False,False,False,False
NK-000694,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Narcotics/TCO/Trafficking,Russia,2025,False,False,False,False,False,False
NK-000695,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2024,False,False,False,False,False,False
NK-000696,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2025,False,False,False,False,False,False
NK-000697,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2024,False,False,False,False,False,False
NK-000698,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Belarus,2026,False,False,False,False,False,False
NK-000699,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Libya,2025,False,False,False,False,False,False
NK-000700,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Ukraine,2021,False,False,False,False,False,False
NK-000701,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Iran,2025,False,False,False,False,False,False
NK-000702,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Iran,2022,False,False,False,False,False,False
NK-000703,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-000704,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Iraq,2024,False,False,False,False,False,False
NK-000705,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,Iran,2025,False,False,False,False,False,False
NK-000706,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Iraq,2024,False,True,False,False,False,True
NK-000707,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000708,True,False,False,False,1,single-list,OFAC SDN,Vessel,Other regional,Russia,2020,False,False,False,False,False,False
NK-000709,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2026,False,False,False,False,False,False
NK-000710,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Iran,2020,False,False,False,False,False,False
NK-000711,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,UAE,2026,False,False,False,False,False,False
NK-000712,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2024,False,True,False,False,False,True
NK-000713,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2019,False,False,False,False,False,False
NK-000714,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Syria,2023,False,False,False,False,False,False
NK-000715,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,UAE,2026,False,False,False,False,False,False
NK-000716,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Belarus,2023,False,False,False,False,False,False
NK-000717,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2025,False,False,False,False,False,False
NK-000718,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Lebanon,2025,False,False,False,False,False,False
NK-000719,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Russia,2024,False,False,False,False,False,False
NK-000720,True,False,False,False,1,single-list,OFAC SDN,Person,Cyber,Belarus,2019,False,False,False,False,False,False
NK-000721,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,North Korea,2023,False,False,False,False,False,False
NK-000722,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Other,2024,False,False,False,False,False,False
NK-000723,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000724,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2020,False,False,False,False,False,False
NK-000725,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,China,2021,False,False,False,False,False,False
NK-000726,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,China,2026,False,False,False,False,False,False
NK-000727,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Myanmar,2025,False,False,False,False,False,False
NK-000728,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Belarus,2018,False,False,False,False,False,False
NK-000729,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,North Korea,2022,False,False,False,False,False,False
NK-000730,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Syria,2021,False,False,False,False,False,False
NK-000731,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Iran,2024,False,False,False,False,False,False
NK-000732,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2021,False,False,False,False,False,False
NK-000733,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Russia,2018,False,False,False,False,False,False
NK-000734,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Ukraine,2023,False,False,False,False,False,False
NK-000735,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Syria,2020,False,False,False,False,False,False
NK-000736,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iran,2018,False,False,False,False,False,False
NK-000737,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,North Korea,2026,False,False,False,False,False,False
NK-000738,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Iran,2018,False,False,False,False,False,False
NK-000739,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Belarus,2025,False,False,False,False,False,False
NK-000740,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2026,False,False,False,False,False,False
NK-000741,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Afghanistan,2021,False,False,False,False,False,False
NK-000742,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,North Korea,2024,False,False,False,False,False,False
NK-000743,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Libya,2023,False,False,False,False,False,False
NK-000744,True,False,False,False,1,single-list,OFAC SDN,Vessel,Narcotics/TCO/Trafficking,China,2024,False,False,False,False,False,False
NK-000745,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Russia,2019,False,False,False,False,False,False
NK-000746,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Counter-terrorism,Sudan,2021,False,False,False,False,False,False
NK-000747,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Other,2022,False,False,False,False,False,False
NK-000748,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Other,2019,False,False,False,False,False,False
NK-000749,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Syria,2026,False,False,False,False,False,False
NK-000750,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Yemen,2023,False,False,False,False,False,False
NK-000751,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2021,False,False,False,False,False,False
NK-000752,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2026,False,False,False,False,False,False
NK-000753,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,North Korea,2021,False,False,False,False,False,False
NK-000754,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Iran,2026,False,False,False,False,False,False
NK-000755,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2022,False,False,False,False,False,False
NK-000756,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Other,2021,False,False,False,False,False,False
NK-000757,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Belarus,2022,False,False,False,False,False,False
NK-000758,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Yemen,2021,False,False,False,False,False,False
NK-000759,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Lebanon,2023,False,False,False,False,False,False
NK-000760,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000761,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Libya,2019,False,False,False,False,False,False
NK-000762,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-000763,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iraq,2019,False,False,False,False,False,False
NK-000764,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,North Korea,2022,False,False,False,False,False,False
NK-000765,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Myanmar,2019,False,False,False,False,False,False
NK-000766,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iraq,2021,False,False,False,False,False,False
NK-000767,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Libya,2018,False,False,False,False,False,False
NK-000768,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Afghanistan,2018,False,False,False,False,False,False
NK-000769,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Russia,2024,False,False,False,False,False,False
NK-000770,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Lebanon,2025,False,False,False,False,False,False
NK-000771,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2025,True,False,False,False,False,True
NK-000772,True,False,False,False,1,single-list,OFAC SDN,Vessel,Russia/Ukraine,Libya,2023,False,False,False,False,False,False
NK-000773,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2025,False,False,False,False,False,False
NK-000774,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Other,2018,False,False,False,False,False,False
NK-000775,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Sudan,2018,False,False,False,False,False,False
NK-000776,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Other,2024,False,False,False,False,False,False
NK-000777,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Belarus,2019,False,False,False,False,False,False
NK-000778,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Russia/Ukraine,Belarus,2022,False,True,False,False,False,True
NK-000779,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Yemen,2018,False,False,False,False,False,False
NK-000780,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2021,False,False,False,False,False,False
NK-000781,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Libya,2024,False,False,False,False,False,False
NK-000782,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2020,False,False,False,False,False,False
NK-000783,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Myanmar,2025,False,False,False,False,False,False
NK-000784,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Russia,2024,False,False,False,False,False,False
NK-000785,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2020,False,False,False,False,False,False
NK-000786,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000787,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Russia,2026,False,False,False,False,False,False
NK-000788,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000789,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2020,False,False,False,False,False,False
NK-000790,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Lebanon,2021,False,False,False,False,False,False
NK-000791,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,North Korea,2023,False,False,False,False,False,False
NK-000792,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Russia/Ukraine,China,2024,False,False,False,False,False,False
NK-000793,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,China,2022,False,False,False,False,False,False
NK-000794,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2018,False,False,False,False,False,False
NK-000795,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Russia,2020,False,False,False,False,False,False
NK-000796,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Lebanon,2023,False,False,False,False,False,False
NK-000797,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Myanmar,2018,False,False,False,False,False,False
NK-000798,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Afghanistan,2024,False,False,False,False,False,False
NK-000799,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Other,2020,False,False,False,False,False,False
NK-000800,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2020,False,False,False,False,False,False
NK-000801,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,North Korea,2021,False,False,False,False,False,False
NK-000802,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Iran,2022,False,False,False,False,False,False
NK-000803,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2022,False,False,False,False,False,False
NK-000804,True,False,False,False,1,single-list,OFAC SDN,Vessel,Human rights/Corruption,Iran,2024,False,False,False,False,False,False
NK-000805,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Ukraine,2025,False,False,False,False,False,False
NK-000806,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,Other,2023,False,False,False,False,False,False
NK-000807,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Counter-terrorism,UAE,2022,False,False,False,False,False,False
NK-000808,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Sudan,2026,False,False,False,False,False,False
NK-000809,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Yemen,2026,False,False,False,False,False,False
NK-000810,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Ukraine,2018,False,False,False,False,False,False
NK-000811,True,False,False,False,1,single-list,OFAC SDN,Organization,Counter-terrorism,Iran,2020,False,False,False,False,False,False
NK-000812,True,False,False,False,1,single-list,OFAC SDN,Aircraft,Human rights/Corruption,UAE,2022,False,False,False,False,False,False
NK-000813,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2023,False,False,False,False,False,False
NK-000814,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2025,False,False,False,False,False,False
NK-000815,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Myanmar,2023,False,False,False,False,False,False
NK-000816,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,China,2023,False,False,False,False,False,False
NK-000817,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Syria,2022,False,False,False,False,False,False
NK-000818,True,False,False,False,1,single-list,OFAC SDN,Person,Human rights/Corruption,Russia,2025,False,False,False,False,False,False
NK-000819,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Myanmar,2025,False,False,False,False,False,False
NK-000820,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Iraq,2023,False,False,False,False,False,False
NK-000821,True,False,False,False,1,single-list,OFAC SDN,Organization,Human rights/Corruption,Iraq,2022,False,False,False,False,False,False
NK-000822,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Other,2018,False,False,False,False,False,False
NK-000823,True,False,False,False,1,single-list,OFAC SDN,Person,Other regional,Iraq,2025,False,True,False,False,False,True
NK-000824,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Yemen,2024,False,False,False,False,False,False
NK-000825,True,False,False,False,1,single-list,OFAC SDN,Organization,Narcotics/TCO/Trafficking,Ukraine,2025,False,False,False,False,False,False
NK-000826,True,False,False,False,1,single-list,OFAC SDN,Vessel,Cyber,Afghanistan,2019,False,True,False,False,False,True
NK-000827,True,False,False,False,1,single-list,OFAC SDN,Organization,Other regional,North Korea,2018,False,False,False,False,False,False
NK-000828,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Russia,2022,False,False,False,False,False,False
NK-000829,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,Syria,2019,False,False,False,False,False,False
NK-000830,True,False,False,False,1,single-list,OFAC SDN,Person,Narcotics/TCO/Trafficking,China,2023,False,False,False,False,False,False
NK-000831,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,Afghanistan,2024,False,False,False,False,False,False
NK-000832,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Syria,2021,False,False,False,False,False,False
NK-000833,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Russia,2019,False,False,False,False,False,False
NK-000834,True,False,False,False,1,single-list,OFAC SDN,Person,Iran/DPRK proliferation,Russia,2022,False,False,False,False,False,False
NK-000835,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Myanmar,2022,False,False,False,False,False,False
NK-000836,True,False,False,False,1,single-list,OFAC SDN,Vessel,Human rights/Corruption,Russia,2025,False,False,False,False,False,False
NK-000837,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Russia,2023,False,False,False,False,False,False
NK-000838,True,False,False,False,1,single-list,OFAC SDN,Organization,Iran/DPRK proliferation,Ukraine,2021,False,False,False,False,False,False
NK-000839,True,False,False,False,1,single-list,OFAC SDN,Person,Russia/Ukraine,Other,2023,False,False,False,False,False,False
NK-000840,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,Iraq,2024,False,False,False,False,False,False
NK-000841,True,False,False,False,1,single-list,OFAC SDN,Organization,Russia/Ukraine,UAE,2021,False,False,False,False,False,False
NK-000842,True,False,False,False,1,single-list,OFAC SDN,Organization,Cyber,North Korea,2024,False,False,False,False,False,False
NK-000843,True,False,False,False,1,single-list,OFAC SDN,Person,Counter-terrorism,Other,2019,False,False,False,False,False,False
NK-000844,True,False,False,False,1,single-list,OFAC SDN,CryptoWallet,Russia/Ukraine,UAE,2024,False,False,False,False,False,False
